NUM_CONTRATO,NUM_HACIENDA,ID_OBRA_COMPLEMENTARIA,OC_NUMERO_CONTRATO,NUM_LICITACION,OBJETO,MODALIDAD,TIPO_CONTRATO,TIPO_OBRA,TOTAL_CONTRATO,AVANCE,FECHA_AVANCE,DOCUMENTOS,FOTOGRAFIAS,MUNICIPIO,LOCALIDAD,LATITUD,LONGITUD,BENEFICIADOS,ORGANISMO,UA_SOLICITANTE,UA_RESPONSABLE,CONTRATISTA,RESIDENTE,SUPERVISOR_EXTERNO,FECHA_CONTRATO,FECHA_INICIO,FECHA_TERMINO,FECHA_ENTREGA,EJERCICIO
ISIE-FAMEB-16-066,,0,,,"(16-FC-0102) CONSTRUCCION DE UN AULA EN CAM 08 DE LA LOCALIDAD Y MUNICIPIO DE MOCTEZUMA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,478572.16,100,26/07/2016,2,6,MOCTEZUMA,"CALLE MIGUEL ALEMÁN VALDEZ, MOCTEZUMA, SON., MÉXICO",29.80232763493224,-109.6807810664177,96,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"LC PROYECTOS Y CONSTRUCCIONES, S.A. DE C.V.","ING. JUAN ALBERTYO MEDINA MANZO",,10/02/2016,04/04/2016,02/06/2016,06/07/2016,2016
ISIE-FAMEB-16-067,,0,,,"(16-FC-0087) CONSTRUCCIÓN DE UNA AULA EN CAM 19, DE LA LOCALIDAD Y MUNICIPIO DE IMURIS, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,626941.22,100,17/08/2016,2,8,IMURIS,"IMURIS, EL ESTADIO, 84120 IMURIS, SON., MÉXICO",30.78893248738855,-110.8432175964117,51,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"CONSTRUCTORA RODO,  S.A. DE C.V.","ING. ADALBERTO ORTEGA ",,10/02/2016,04/04/2016,02/06/2016,03/07/2016,2016
ISIE-FP100-16-017,,0,,,"CONSTRUCCION DE ACOMETIDA ELECTRICA, PINTURA, REHABILITACION DE APLANADOS, REHABILITACION DE INSTALACIONES ELECTRICAS, CONSTRUCCION DE POZO DE ABSORCION, FOSA SEPTICA Y CISTERNA, CONSTRUCCION DE BEBEDERO, SUMINISTRO E INSTALACION DE MINISPLITS, CONSTRUCCION DE RAMPAS Y ANDADORES, HABILITACION DE SALIDAS DE VOZ Y DATOS, REHABILITACION DE CERCO DE MALLA CICLONICA Y PISOS DE CONCRETO EN JARDIN DE NIÑOS LAS MARIPOSAS, DE LA LOCALIDAD DE TORIM Y MUNICIPIO DE GUAYMAS, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,965260.58,100,02/09/2016,2,26,GUAYMAS,"DOMICILIO CONOCIDO",27.577760557538983,-110.22639602422714,58,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"INDUSTRIAS VISUALES SO3,SAPI DE C.V.","HECTOR ANDRADE MOJICA","Arq. Hector Gerardo Rentería Morales",18/03/2016,19/03/2016,16/06/2016,22/08/2016,2016
ISIE-FP100-16-014,,0,,,"(15-FP-0084) REHABILITACIONES ELECTRICAS, SUSTITUCION DE CANCELERIA, DE PUERTAS, FIRME DE CONCRETO, PINTURA, CAMBIO DE LOSETA, DE BASTIDOR, CAMBIO DE CUBIERTA PREFABRICADA Y POLINERIA EN EL JARDIN DE NIÑOS MI NUEVO HOGAR, DE LA LOCALIDAD Y MUNICIPIO DE ETCHOJOA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,717200.77,100,09/06/2016,2,21,ETCHOJOA,"JUAN ESCUTIA 20, REUBICACIÓN, 85280 ETCHOJOA, SON., MÉXICO",26.917185131901135,-109.63185355067253,66,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ING. RODOLFO VALDEZ FIGUEROA","ING. ABEHEL MENDOZA ROJO","Ing. José David Velderrain Jacobo",12/02/2016,13/02/2016,12/04/2016,15/06/2016,2016
ISIE-FAMEB-16-065,,0,,,"16-FC-0016) CONSTRUCCION DE UN AULA EN JARDIN DE NIÑOS MIGUEL ANGEL, DE LA LOCALIDAD DE TECORIPA Y MUNICIPIO DE LA COLORADA,SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,484384.13,100,20/08/2016,2,8,"LA COLORADA","MÉXICO 16, ARENAS VIEJAS, SON., MÉXICO",28.623885217420803,-109.95353221827827,33,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"CONSTRUCTORA NAJOMA, S.A. DE C.V.","SERGIO QUINTANA LOPEZ",,01/04/2016,04/04/2016,02/06/2016,06/07/2016,2016
ISIE-FP100-16-015,,0,,,"(15-FP-0083) REHABILITACIONES ELÉCTRICAS, VIDRIOS, SUSTITUCION DE CUBIERTA, PINTURA, CAMBIO DE PUERTA, ROTULOS DE EMERGENCIA Y EXTINTOR, TINACO, REHABILITACIÓN DE SERVICIOS SANITARIOS, CANCELERIA, CONSTRUCCION DE BEBEDERO, DE CASETA DE PROTECCION, HIDRONEUMATICO E INSTALACIONES HIDRAULICAS, SUMINISTRO E INSTALACION DE EQUIPOS MINISPLIT, REHABILITACION DE FIRME DE CONCRETO Y ANDADORES, Y HABILITACION DE SALIDA DE VOZ Y DATOS, EN JARDIN DE NIÑOS SAHUARITO, DE LA LOCALIDAD DE SAHUARAL Y MUNICIPIO DE ETCHOJOA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,832215.9,100,18/08/2016,2,30,ETCHOJOA,"EMILIANO ZAPATA, SAHUARAL, SAHUARAL, SON., MÉXICO",26.92557822166639,-109.66388314962387,74,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"COGUEN CONSTRUCTORES DE VANGUARDIA, S.A. DE C.V.","ING. ABEHEL MENDOZA ROJO","Ing. José David Velderrain Jacobo",12/02/2016,13/02/2016,12/05/2016,22/07/2016,2016
ISIE-FP100-16-042,,0,,,"(15-FP-0044) REHABILITACIONES ELÉCTRICAS Y DE SERVICIOS SANITARIOS, IMPERMEABILIZANTE, CONSTRUCCION DE BEBEDEROS, LIMPIEZA DE CISTERNA, CONSTRUCCION DE CASETA DE PROTECCION E HIDRONEUMATICO, SUMINISTRO E INSTALACION DE AIRE ACONDICIONADO, CONSTRUCCION DE PISOS, ANDADORES, RAMPAS, HABILITACION DE SALIDA DE VOZ Y DATOS, REHABILITACION DE CERCO DE MALLA CICLONICA, COLOCACION DE PUERTA PEATONALY VEHICULAR EN E.P. EMILIO CARRANZA, DE LA LOCALIDAD DE ZAMORA Y MUNICIPIO DE HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,899765.51,100,15/12/2016,2,32,HERMOSILLO,"DOMICILIO CONOCIDO",29.26082857082138,-110.88609606027603,151,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"PROMOTORA MAJERUS, S. DE R.L.","ING. HUGO ALBERTO ISSA PERAZA","Ing.José Ernesto Rodriguez Higuera",12/02/2016,13/02/2016,12/05/2016,17/08/2016,2016
ISIE-FP100-16-011,,0,,,"15-FP-0023) IMPERMEABILIZANTE EN LOSAS, CONSTRUCCION DE CUBIERTA MULTYPANEL, REHABILITACIONES ELÉCTRICAS, PINTURA, CAMBIO DE PUERTAS, REHABILITACION GENERAL DE SERVICIOS SANITARIOS, CONSTRUCCION DE FOSA, DE POZO DE ABSORCION, DE REGISTRO, DE CISTERNA, CONSTRUCCION DE BEBEDERO, HIDRONEUMATICO, TINACO, CISTERNA, SUMINISTRO E INSTALACION DE AIRE ACONDICIONADO EN TELESECUNDARIA NO.138, DE LA LOCALIDAD DE EJIDO ANTONIO ROSALES Y MUNICIPIO DE EMPALME, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,906419.29,100,26/07/2016,2,22,EMPALME,"UNNAMED ROAD, ANTONIO ROSALES, SON., MÉXICO",28.076562069205593,-110.61258316042085,74,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"INGENIEROS CIVILES DE SONORA, S.A. DE C.V.","HECTOR ANDRADE MOJICA","Arq. Hector Gerardo Rentería Morales",12/02/2016,13/02/2016,12/05/2016,17/08/2016,2016
ISIE-FAMEB-16-137,,0,,ISIE-LS-EST-055-16,"CONSTRUCCIÓN DE DOS AULAS EN JN CONCEPCIÓN AGUIRRE GALVEZ, DE LA LOCALIDAD Y MUNICIPIO DE SANTA ANA, SONORA.","LICITACIÓN SIMPLIFICADA","OBRA PÚBLICA",EDUCACIÓN,1004523.65,100,12/08/2016,1,8,"SANTA ANA","DOMICILIO CONOCIDO",30.531439213684315,-111.12465441226959,117,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"NAPRECO E INGENIERIA, S.A DE C.V.","ING. ORTEGA JIMENEZ ADALBERTO",,15/04/2016,20/04/2016,03/07/2016,29/07/2016,2016
ISIE-FAMEB-16-085,,0,,,"(16-FC-0047) CONSTRUCCIÓN DE UNA AULA Y OBRA EXTERIOR EN JARDIN DE NIÑOS EL ROSAL, DE LA LOCALIDAD DE COMISARIA ROSALES Y MUNICIPIO DE NAVOJOA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,545430.02,100,24/08/2016,2,6,NAVOJOA,"LOMA DEL REFUGIO - MEZQUITAL DE BUIYACUSI, ROSALES, SON., MÉXICO",27.130891212105595,-109.4386426359415,52,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ING. JOEL TOSAME IBARRA","ING. OSCAR MARTIN CONTRERAS GOMEZ",,03/02/2016,04/04/2016,02/06/2016,18/06/2016,2016
ISIE-FAMEB-16-114,,0,,ISIE-LS-EST-031-2016,"(15-FE-0188) CONSTRUCCION DE ANDADOR EN CANCHA, REHABILITACIÓN DE TECHOS Y PISOS EN AULAS E INSTALACIÓN DE LUMINARIAS EN ESCUELA PRIMARIA MELCHOR OCAMPO, DE LA LOCALIDAD DE CIUDAD OBREGÓN Y MUNICIPIO DE CAJEME, SONORA.","LICITACIÓN SIMPLIFICADA","OBRA PÚBLICA",EDUCACIÓN,824586.16,100,20/10/2016,2,18,CAJEME,"FRANCISCO MÁRQUEZ 316, FAUSTINO FÉLIX, 85180 CD OBREGÓN, SON., MÉXICO",27.46844025620387,-109.9457216256269,224,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"MCV SUMINISTROS Y SOLUCIONES, S.A. DE C.V.","ISMAEL GONZALEZ LEM",,15/04/2016,20/04/2016,03/07/2016,22/07/2016,2016
ISIE-FAMEB-16-057,,0,,,"(16-FC-0048) CONSTRUCCION DE UNA AULA AISLADA Y OBRA EXTERIOR EN ESCUELA PRIMARIA JESUS REYES HEROLES, DE LA LOCALIDAD LA QUINCE Y MUNICIPIO DE NAVOJOA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,513016.59,100,23/07/2016,2,9,NAVOJOA,"UNNAMED ROAD, SONORA, MÉXICO",27.110745446086113,-109.47780825197697,14,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ARQ. OCTAVIO GANDARA ROSAS","ING. OSCAR MARTIN CONTRERAS GOMEZ",,03/02/2016,04/04/2016,02/06/2016,06/07/2016,2016
ISIE-FAMEB-16-109,,0,,,"(16-FC-0043) CONSTRUCCIÓN DE UNA AULA Y OBRA EXTERIOR EN JARDIN DE NIÑOS FRANCISCA MERCEDES MADRID DURAZO, DE LA LOCALIDAD DE ESTACIÓN PESQUEIRA Y MUNICIPIO DE SAN MIGUEL DE HORCASITAS, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,527555.17,100,03/08/2016,2,7,"SAN MIGUEL DE HORCASITAS","FRANCISCO SERGIO ORTÍZ RAMÍREZ, CENTRO, PESQUEIRA, SON., MÉXICO",29.378569900249587,-110.90068526566029,152,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"TECNO DESARROLLOS ACON-TZI, S.A. DE C.V.","SERGIO QUINTANA LOPEZ",,03/02/2016,04/04/2016,02/06/2016,11/07/2016,2016
ISIE-FAMEB-16-082,,0,,,"(16-FC-0088) CONSTRUCCIÓN DE UNA AULA CON DIVISIÓN EN ""T"" EN JARDIN DE NIÑOS MICAELA MUNGUIA RIVAS USAER 122, DE LA LOCALIDAD DE CIUDAD OBREGÓN Y MUNICIPIO DE CAJEME, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,610559.27,100,04/07/2016,2,5,CAJEME,"CALLE OTANCAHUI 408, ARBOLERAS, CD OBREGÓN, SON., MÉXICO",27.48840998332984,-109.95633244383498,133,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ING. IVAN MLADOSICH ESTRADA","ISMAEL GONZALEZ LEM",,01/04/2016,04/04/2016,02/06/2016,18/07/2016,2016
ISIE-FAMEB-16-068,,0,,,"(16-FC-0090) CONSTRUCCION DE UNA AULA CON DIVISION EN ""T"" EN JARDIN DE NIÑOS AUGUSTO FEDERICO FROEBEL, USAER 146, DE LA LOCALIDAD Y MUNICIPIO DE IMURIS, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,642753.82,100,16/08/2016,2,7,IMURIS,"IMURIS, EL ESTADIO, 84120 IMURIS, SON., MÉXICO",30.788805181622855,-110.84321156144142,80,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"MAQUI INGENIERIA S.A. DE C.V.","ING. ADALBERTO ORTEGA ",,10/02/2016,04/04/2016,02/06/2016,03/07/2016,2016
ISIE-FAMEB-16-086,,0,,,"(16-FC-0112) CONSTRUCCIÓN DE UNA AULA EN TELESECUNDARIA ESTATAL 18, DE LA LOCALIDAD DE VILLA EJIDO MORA VILLALOBOS Y MUNICIPIO DE CAJEME, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,521862.18,100,20/07/2016,2,5,CAJEME,"SON 107 760, MORA VILLALOBOS, MORA VILLALOBOS, SON., MÉXICO",27.514456561053034,-110.05570091307163,77,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ING. ROGELIO ZAZUETA PEÑA","ING. FRANCISCO VALDEZ DUMAS",,08/02/2016,04/04/2016,02/06/2016,18/06/2016,2016
ISIE-FAMEB-16-110,,0,,,"(16-FC-0042) CONSTRUCCIÓN DE UNA AULA AISLADA EN ESCUELA PRIMARIA FORTUNATO SIARUQUI QUIJANO, DE LA LOCALIDAD DE ESTACIÓN PESQUEIRA Y MUNICIPIO DE SAN MIGUEL DE HORCASITAS, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,480089.9,100,03/08/2016,2,7,"SAN MIGUEL DE HORCASITAS","FRANCISCO SERGIO ORTÍZ RAMÍREZ, CENTRO, PESQUEIRA, SON., MÉXICO",29.3785693159321,-110.90067252516747,232,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"TECNO DESARROLLOS ACON-TZI, S.A. DE C.V.","SERGIO QUINTANA LOPEZ",,08/02/2016,04/04/2016,02/06/2016,11/07/2016,2016
ISIE-FAMEB-16-113,,0,,ISIE-LS-EST-030-16,"REHABILITACIÓN DEL SISTEMA ELECTRICO,  DE AULAS Y DE CERCO PERIMETRAL EN JARDIN DE NIÑOS 20 DE NOVIEMBRE, DE LA LOCALIDAD DE EJIDO TEPEYAC (CAMPO 2) Y MUNICIPIO DE CAJEME, SONORA.","LICITACIÓN SIMPLIFICADA","OBRA PÚBLICA",EDUCACIÓN,973516.89,100,30/06/2016,1,55,CAJEME,"DOMICILIO CONOCIDO",27.481381014572218,-110.01695305109024,48,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ING. JOSÉ SANTOS VALENZUELA TERMINEL","ING. FRANCISCO VALDEZ DUMAS",,15/04/2016,20/04/2016,03/07/2016,05/08/2016,2016
ISIE-FP100-16-025,,0,,,"(15-FP-0032) CONSTRUCCIÓN DE SUBESTACIÓN ELÉCTRICA, REHABILITACIONES ELÉCTRICAS Y DE SERVICIOS SANITARIOS, SUMINISTRO E INSTALACION DE EQUIPOS DE AIRE ACONDICIONADO, BARANDAL DE PROTECCION, EN JARDIN DE NIÑOS ALICIA CANO CANO, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,558984.06,100,19/08/2016,2,19,HERMOSILLO,"VILLA VERDE 72, VILLA DEL REAL, 83118 HERMOSILLO, SON., MÉXICO",29.15111654476803,-111.01439885795116,163,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"OPOSON CONSTRUCCIONES Y SERVICIOS, S.A. DE C.V.","ARQ. LOPE SARACHO CASTAÑOS","Ing. Luis Alberto Mockabee Berkowitz",12/02/2016,13/02/2016,12/04/2016,15/06/2016,2016
ISIE-FP100-16-053,,0,,,"(15-FP-0061) REHABILITACIONES ELECTRICAS, IMPERMEABILIZACIÓN, SUSTITUCION DE CRISTALES, APLANADOS, MURO DE TABLAROCA, PINTURA, DESMONTAJE DE EQUIPOS DE AIRE Y SUMINISTRO E INSTALACION DE EQUIPOS MINISPLIT, CONSTRUCCION DE CANCHA DEPORTIVA, REHABILITACION DE CERCO PERIMETRAL, PUERTA PEATONAL Y VEHICULAR EN LA ESCUELA PRIMARIA HERMANAS VALENCIA, DE LA LOCALIDAD Y MUNICIPIO DE SANTA ANA, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,769230.72,100,28/06/2016,2,21,"SANTA ANA","SERNA 502, LA GRANJA, 84600 SANTA ANA, SON., MÉXICO",30.541065849125857,-111.1253410577774,177,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"EVEN INGENIERIA, S.A. DE C.V.","ING. ADALBERTO ORTEGA ","Ing. Jorge Alberto Baca Chavez",12/02/2016,13/02/2016,12/04/2016,15/06/2016,2016
ISIE-FAMEB-16-150,,0,,,"(16-FC-0072) CONSTRUCCION DE UNA AULA EN ESCUELA PRIMARIA FRANCISCO CASTILLO BLANCO, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,565901.22,100,03/07/2016,2,7,HERMOSILLO,"AV. PROF. ROBERTO SILVA MEJÍA 61, LUIS DONALDO COLOSIO, COLOSIO, 83177 HERMOSILLO, SON., MÉXICO",29.126655266136424,-111.02672427892685,300,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"TECNOLOGÍA Y COMERCIALIZACIÓN AVANZADA, S.A. DE C.V.","ING. JOSE ENMANUEL OROZCO AISPURO",,17/02/2016,21/04/2016,19/06/2016,05/07/2016,2016
ISIE-FAMEB-16-121,,0,,ISIE-LS-EST-038-16,"SUSTITUCION DE AULAS PREFABRICADAS Y CONSTRUCCION DE DOS AULAS, RAMPA, CERCO PERIMETRAL Y OBRA EXTERIOR, EN TELESECUNDARIA 148, DE LA LOCALIDAD DE INDEPENDENCIA (CAMPO 104) Y MUNICIPIO DE BACUM, SONORA.","LICITACIÓN SIMPLIFICADA","OBRA PÚBLICA",EDUCACIÓN,1240902.78,100,02/08/2016,1,11,BÁCUM,"DOMICILIO CONOCIDO",27.361102956149757,-110.16082406044006,19,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"PROYECTOS INTEGRALES Y ASOCIADOS DE GUAYMAS, S.A. DE C.V.","ING. FRANCISCO VALDEZ DUMAS",,15/04/2016,20/04/2016,03/07/2016,05/08/2016,2016
ISIE-FAMEB-16-088,,0,,,"(16-FC-0109) CONSTRUCCIÓN DE UNA AULA EN TELESECUNDARIA ESTATAL 145, DE LA LOCALIDAD DE EJIDO FRANCISCO VILLA Y MUNICIPIO DE CAJEME, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,617929.99,100,03/07/2016,2,8,CAJEME,"JOSÉ MARÍA MORELOS Y PAVÓN, FRANCISCO VILLA, FRANCISCO VILLA, SON., MÉXICO",27.371673214865375,-109.81141671538353,86,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ING. ROGELIO ZAZUETA PEÑA","ENRIQUE DE JESUS SANCHEZ",,08/02/2016,04/04/2016,02/06/2016,18/06/2016,2016
ISIE-FAMEB-16-048,,0,,,"(15-FE-0223) REPARACION DE TECHOS, CISTERNA, RED HIDRAULICA, DE BAÑOS, CERCO PERIMETRAL, DRENAJE, REHABILITACION DE FOSA SEPTICA, CONSTRUCCION DE FOSA ADICIONAL Y PINTURA GENERAL EN ESCUELA PRIMARIA PRESIDENTE DE LA PAZ, DE LA LOCALIDAD DE PLAN DE AYALA 1 Y MUNICIPIO DE HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,624107.29,100,13/07/2016,2,25,HERMOSILLO,"UNNAMED ROAD, CAJEME, SON., MÉXICO",28.568383276132295,-111.55504837632179,140,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ARQUITECTURA Y DISEÑO COMPUTARIZADO, S.C.","ING. RICARDO MONTOYA GONZALEZ",,02/02/2016,05/03/2016,03/05/2016,03/07/2016,2016
ISIE-FAMEB-16-033,,0,,,"(15-FE-0200) SUSTITUCIÓN DE TECHOS DE AULA, HERRERIA Y PINTURA EN GENERAL EN TELESECUNDARIA 347, DE LA LOCALIDAD DE VALDEZ Y MUNICIPIO DE PLUTARCO ELIAS CALLES, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,232809.31,100,14/09/2016,2,15,"GENERAL PLUTARCO ELÍAS CALLES","UNNAMED ROAD, SONORA, MÉXICO",31.710717661838565,-112.52819538116455,16,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"MEXICAN ARTESANOS DEL SOL,S. DE R.L  DE C.V.","ING. KRISHNA INDU ALBERTO",,02/02/2016,04/03/2016,02/05/2016,05/07/2016,2016
ISIE-FAMEB-16-026,,0,,,"(15-FE-0167) CONSTRUCCION DE FOSA SEPTICA Y POSO DE ABSORCION, REHABILITACION DE CERCA PERIMETRAL, EN SECUNDARIA TECNICA 17, ALEJANDRO CARRILLO DURON, DE LA LOCALIDAD Y MUNICIPIO DE HUEPAC, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,166560.26,100,27/06/2016,2,10,HUÉPAC,"AV. ÁLVARO OBREGÓN 5, CENTRO, EJIDO DEL CENTRO, SON., MÉXICO",29.910913341829932,-110.21330818533897,269,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"SERVICIOS ELECTRICOS Y CONTROL DE HERMOSILLO, S.A. DE C.V.","ING. JUAN ALBERTYO MEDINA MANZO",,02/02/2016,04/03/2016,17/04/2016,29/04/2016,2016
ISIE-FP100-16-029,,0,,,"(15-FP-0039) REHABILITACIONES ELÉCTRICAS, DEMOLICION DE APLANADOS Y RESANES, REHABILITACION DE PLAFON, SUSTITUCION DE CANCELERIA Y PUERTAS, PINTURA, CONSTRUCCION DE REGISTRO ELECTRICO, IMPERMEABILIZACION EN LOSAS Y PUERTA DE EMERGENCIA, EN UNIDAD DE SERVICIOS DE APOYO A LA EDUCACIÓN REGULAR NUM. 14, DE LA LOCALIDAD Y MUNICIPIO DE HERMOSILLO, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,673076.92,100,07/09/2016,2,25,HERMOSILLO,"AV. LEY FEDERAL DEL TRABAJO 58, SIN ASIGNACIÓN EN NOMBRE DE ASENTAMIENTO, 83100 HERMOSILLO, SON., MÉXICO",29.121069910452327,-110.95936864614487,88,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"HS SILVER,S.A. DE C.V","ARQ. LOPE SARACHO CASTAÑOS","Ing. Luis Alberto Mockabee Berkowitz",12/02/2016,13/02/2016,12/04/2016,15/06/2016,2016
ISIE-FP100-16-055,,0,,,"DESMONTAJE DE PORTON, SUSTITUCION DE PUERTA DE MADERA, REHABILITACION DE  FIRME DE CONCRETO, REHABILITACIONES ELÉCTRICAS, HABILITACION DE SALIDA DE VOZ Y DATOS, CONSTRUCCION DE CISTERNA, REHABILITACIÓN DE SERVICIOS SANITARIOS, SUMINISTRO E INSTALACION DE  EQUIPOS DE AIRES ACONDICIONADOS, CONSTRUCCION DE RAMPAS Y ANDADORES  Y REHABILITACION DE CERCO PERIMETRAL EN ESCUELA PRIMARIA BARTOLOME M. SALIDO, DE LA LOCALIDAD Y MUNICIPIO DE ALAMOS, SONORA.","ADJUDICACIÓN DIRECTA","OBRA PÚBLICA",EDUCACIÓN,1083236.59,100,01/08/2016,2,17,ALAMOS,"DOMICILIO CONOCIDO",27.02357050148034,-108.93418550491333,368,"INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA","DIRECCION GENERAL DE PLANEACION SEC",ISIE,"ING. RODOLFO VALDEZ FIGUEROA","ING. ABEHEL MENDOZA ROJO","Ing. Jesús Ignacio Hernandez García",01/03/2016,02/03/2016,30/05/2016,22/08/2016,2016
